,title,text,label
74462,関西発ラジオ深夜便▽日本列島くらしのたより,　住田功一　▽日本列島くらしのたより　「兵庫県豊岡市」　赤浦毅▽ぼやき川柳　【選者】川柳作家…大西泰世▽明日の日の出,
74673,ニュース,,
74674,関西発ラジオ深夜便▽アジアリポート,　住田功一　▽アジアリポート　「インドネシア・チカラン」　奥信行　「インド・ベンガルール」　後藤理恵▽みんなのパラスポーツ　パラリンピック陸上メダリスト・義足アスリート…山本篤▽世界の天気,
74674,関西発ラジオ深夜便▽アジアリポート,　住田功一　▽アジアリポート　「インドネシア・チカラン」　奥信行　「インド・ベンガルール」　後藤理恵▽みんなのパラスポーツ　パラリンピック陸上メダリスト・義足アスリート…山本篤▽世界の天気,
74676,ニュース,,
74677,関西発ラジオ深夜便▽人ありて、街は生き・アンコール,　住田功一　▽人ありて、街は生き・アンコール　「福島第一原発事故から１０年～県外被災者の声を聞く」　関西学院大学災害復興制度研究所…斉藤容子　まるっと西日本代表…古部真由美　（２０２１年３月）▽深夜便のうた,
74677,関西発ラジオ深夜便▽人ありて、街は生き・アンコール,　住田功一　▽人ありて、街は生き・アンコール　「福島第一原発事故から１０年～県外被災者の声を聞く」　関西学院大学災害復興制度研究所…斉藤容子　まるっと西日本代表…古部真由美　（２０２１年３月）▽深夜便のうた,
74678,ニュース,,
74679,関西発ラジオ深夜便▽ロマンチックコンサート,　住田功一　▽ロマンチックコンサート　「わたしの復興ソング」,
74679,関西発ラジオ深夜便▽ロマンチックコンサート,　住田功一　▽ロマンチックコンサート　「わたしの復興ソング」,
74680,ニュース,,
74681,関西発ラジオ深夜便▽にっぽんの歌こころの歌,　住田功一　▽にっぽんの歌こころの歌　「メディアの音楽～ＣＭで使用された楽曲集」　▽全国の天気と気温,
74681,関西発ラジオ深夜便▽にっぽんの歌こころの歌,　住田功一　▽にっぽんの歌こころの歌　「メディアの音楽～ＣＭで使用された楽曲集」　▽全国の天気と気温,
74682,ニュース,,
74683,関西発ラジオ深夜便▽明日へのことば・アンコール,　住田功一　▽明日へのことば・アンコール　「大阪発・人気番組の仕掛け人が語る　～戦後上方芸能史（２）」　テレビプロデューサー…澤田隆治　（２０１５年７月）▽誕生日の花　▽明日の予告,
74683,関西発ラジオ深夜便▽明日へのことば・アンコール,　住田功一　▽明日へのことば・アンコール　「大阪発・人気番組の仕掛け人が語る　～戦後上方芸能史（２）」　テレビプロデューサー…澤田隆治　（２０１５年７月）▽誕生日の花　▽明日の予告,
74478,中学生の基礎英語　レベル１（８５）,【講師】千代田区立九段中等教育学校教諭…本多敏幸，【出演】クリス・ネルソン，ダイアナ・ガーネット,
74478,中学生の基礎英語　レベル１（８５）,【講師】千代田区立九段中等教育学校教諭…本多敏幸，【出演】クリス・ネルソン，ダイアナ・ガーネット,
74478,中学生の基礎英語　レベル１（８５）,【講師】千代田区立九段中等教育学校教諭…本多敏幸，【出演】クリス・ネルソン，ダイアナ・ガーネット,
74479,中学生の基礎英語　レベル２　Ｌｅｓｓｏｎ（８５）,【講師】清泉女子大学教授…高田智子，【出演】キンバリー・ティアニー，ジェフ・ハッシュ,
74479,中学生の基礎英語　レベル２　Ｌｅｓｓｏｎ（８５）,【講師】清泉女子大学教授…高田智子，【出演】キンバリー・ティアニー，ジェフ・ハッシュ,
74479,中学生の基礎英語　レベル２　Ｌｅｓｓｏｎ（８５）,【講師】清泉女子大学教授…高田智子，【出演】キンバリー・ティアニー，ジェフ・ハッシュ,
74480,中高生の基礎英語　ｉｎ　Ｅｎｇｌｉｓｈ　ＴＯＰＩＣ１１（５）,【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー,
74480,中高生の基礎英語　ｉｎ　Ｅｎｇｌｉｓｈ　ＴＯＰＩＣ１１（５）,【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー,
74480,中高生の基礎英語　ｉｎ　Ｅｎｇｌｉｓｈ　ＴＯＰＩＣ１１（５）,【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー,
74481,ラジオ英会話～ハートでつかめ！英語の極意～（１０５）,,
74481,ラジオ英会話～ハートでつかめ！英語の極意～（１０５）,,
74481,ラジオ英会話～ハートでつかめ！英語の極意～（１０５）,,
74483,まいにちドイツ語　応用編　ウィーンの音楽家たち（１８）,,
74483,まいにちドイツ語　応用編　ウィーンの音楽家たち（１８）,,
74483,まいにちドイツ語　応用編　ウィーンの音楽家たち（１８）,,
74484,まいにちスペイン語　応用編　すばらしきラテンアメリカ（４２）,,
74484,まいにちスペイン語　応用編　すばらしきラテンアメリカ（４２）,,
74484,まいにちスペイン語　応用編　すばらしきラテンアメリカ（４２）,,
74485,まいにちフランス語　応用編　たずねてみよう、オペラ座の世界（１８）,,
74485,まいにちフランス語　応用編　たずねてみよう、オペラ座の世界（１８）,,
74485,まいにちフランス語　応用編　たずねてみよう、オペラ座の世界（１８）,,
74486,まいにちイタリア語　応用編　しっかり学ぶ中級文法（４２）,,
74486,まいにちイタリア語　応用編　しっかり学ぶ中級文法（４２）,,
74486,まいにちイタリア語　応用編　しっかり学ぶ中級文法（４２）,,
74488,まいにちハングル講座　聞いてマネして会話を極めよう！（１０５）,,
74488,まいにちハングル講座　聞いてマネして会話を極めよう！（１０５）,,
74488,まいにちハングル講座　聞いてマネして会話を極めよう！（１０５）,,
74489,まいにち中国語　楽しく！本気で中国語！（１０５）,,
74489,まいにち中国語　楽しく！本気で中国語！（１０５）,,
74489,まいにち中国語　楽しく！本気で中国語！（１０５）,,
74490,英会話タイムトライアル「９月ＤＡＹ５」,,
74490,英会話タイムトライアル「９月ＤＡＹ５」,,
74490,英会話タイムトライアル「９月ＤＡＹ５」,,
74491,ラジオ体操,多胡肇，幅しげみ,
74491,ラジオ体操,多胡肇，幅しげみ,
74491,ラジオ体操,多胡肇，幅しげみ,
74492,まいにちロシア語　応用編　インタビューで磨く表現力（４２）,,
74492,まいにちロシア語　応用編　インタビューで磨く表現力（４２）,,
74492,まいにちロシア語　応用編　インタビューで磨く表現力（４２）,,
74493,ボキャブライダー（７２９）,【出演】桜田ひより，マックスウェル・パワーズ,
74493,ボキャブライダー（７２９）,【出演】桜田ひより，マックスウェル・パワーズ,
74493,ボキャブライダー（７２９）,【出演】桜田ひより，マックスウェル・パワーズ,
74494,エンジョイ・シンプル・イングリッシュ「おくのほそ道　旅立ち」,,
74494,エンジョイ・シンプル・イングリッシュ「おくのほそ道　旅立ち」,,
74494,エンジョイ・シンプル・イングリッシュ「おくのほそ道　旅立ち」,,
74495,ラジオビジネス英語　Ｉｎｔｅｒｖｉｅｗ（６－２）,,
74495,ラジオビジネス英語　Ｉｎｔｅｒｖｉｅｗ（６－２）,,
74495,ラジオビジネス英語　Ｉｎｔｅｒｖｉｅｗ（６－２）,,
74496,おしゃべりな古典教室「歳時記・秋（２）」,,
74497,朗読「友情」（１５）,【作】武者小路実篤【朗読】田中宏樹,
74497,朗読「友情」（１５）,【作】武者小路実篤【朗読】田中宏樹,
74499,カルチャーラジオ　科学と人間「地球外生命を探る」（９）,第９回「地球環境はなぜ安定しているのか？」。地球は他の惑星と違い、温暖かつ湿潤な気候で安定しています。こうした気候によって微生物が進化し生物圏が生まれたと考えられます。今回は、どのようにして安定した地球環境が保たれているか解説します。,
74500,ステップアップ　ハングル講座　Ｋ文学の散歩道（１８）,,
74500,ステップアップ　ハングル講座　Ｋ文学の散歩道（１８）,,
74500,ステップアップ　ハングル講座　Ｋ文学の散歩道（１８）,,
74501,まいにちハングル講座　聞いてマネして会話を極めよう！（１０５）,,
74501,まいにちハングル講座　聞いてマネして会話を極めよう！（１０５）,,
74501,まいにちハングル講座　聞いてマネして会話を極めよう！（１０５）,,
74503,まいにちフランス語　応用編　たずねてみよう、オペラ座の世界（１６）,,
74503,まいにちフランス語　応用編　たずねてみよう、オペラ座の世界（１６）,,
74503,まいにちフランス語　応用編　たずねてみよう、オペラ座の世界（１６）,,
74504,まいにちイタリア語　応用編　しっかり学ぶ中級文法（４０）,,
74504,まいにちイタリア語　応用編　しっかり学ぶ中級文法（４０）,,
74504,まいにちイタリア語　応用編　しっかり学ぶ中級文法（４０）,,
74505,まいにちドイツ語　応用編　ウィーンの音楽家たち（１６）,,
74505,まいにちドイツ語　応用編　ウィーンの音楽家たち（１６）,,
74505,まいにちドイツ語　応用編　ウィーンの音楽家たち（１６）,,
74506,まいにちスペイン語　応用編　すばらしきラテンアメリカ（４０）,,
74506,まいにちスペイン語　応用編　すばらしきラテンアメリカ（４０）,,
74506,まいにちスペイン語　応用編　すばらしきラテンアメリカ（４０）,,
74508,ラジオ体操,,
74508,ラジオ体操,,
74508,ラジオ体操,,
74509,みんなのうた「わたしの紙風船」「天下無敵のゴーヤーマン★」,「わたしの紙風船」うた：紙ふうせん／「天下無敵のゴーヤーマン★」うた：ガレッジセール,
74509,みんなのうた「わたしの紙風船」「天下無敵のゴーヤーマン★」,「わたしの紙風船」うた：紙ふうせん／「天下無敵のゴーヤーマン★」うた：ガレッジセール,
74509,みんなのうた「わたしの紙風船」「天下無敵のゴーヤーマン★」,「わたしの紙風船」うた：紙ふうせん／「天下無敵のゴーヤーマン★」うた：ガレッジセール,
74510,英会話タイムトライアル「９月ＤＡＹ５」,,
74510,英会話タイムトライアル「９月ＤＡＹ５」,,
74510,英会話タイムトライアル「９月ＤＡＹ５」,,
74511,ラジオ英会話～ハートでつかめ！英語の極意～（１０５）,,
74511,ラジオ英会話～ハートでつかめ！英語の極意～（１０５）,,
74511,ラジオ英会話～ハートでつかめ！英語の極意～（１０５）,,
74512,ラジオビジネス英語　Ｉｎｔｅｒｖｉｅｗ（６－２）,,
74512,ラジオビジネス英語　Ｉｎｔｅｒｖｉｅｗ（６－２）,,
74512,ラジオビジネス英語　Ｉｎｔｅｒｖｉｅｗ（６－２）,,
74513,ニュースで英語術　▽米駐日大使にラーム・エマニュエル氏,１回５分。旬なニュースを素材に、最新の時事英語表現を紹介する。今世界を騒がせている英語表現を身につけ、同時にリスニング力も磨くことができる。各ニュースの詳しい解説は、番組ウェブサイトで徹底フォロー。【講師】高松珠子（会議通訳者）、【パートナー】亀井・シーナ・佐代子（ナレーター）,
74513,ニュースで英語術　▽米駐日大使にラーム・エマニュエル氏,１回５分。旬なニュースを素材に、最新の時事英語表現を紹介する。今世界を騒がせている英語表現を身につけ、同時にリスニング力も磨くことができる。各ニュースの詳しい解説は、番組ウェブサイトで徹底フォロー。【講師】高松珠子（会議通訳者）、【パートナー】亀井・シーナ・佐代子（ナレーター）,
74513,ニュースで英語術　▽米駐日大使にラーム・エマニュエル氏,１回５分。旬なニュースを素材に、最新の時事英語表現を紹介する。今世界を騒がせている英語表現を身につけ、同時にリスニング力も磨くことができる。各ニュースの詳しい解説は、番組ウェブサイトで徹底フォロー。【講師】高松珠子（会議通訳者）、【パートナー】亀井・シーナ・佐代子（ナレーター）,
74515,中国語ニュース,,
74515,中国語ニュース,,
74516,ハングルニュース,,
74516,ハングルニュース,,
74517,英語ニュース,,
74517,英語ニュース,,
74517,英語ニュース,,
74518,Ｐｌｕｇ－ｉｎ　Ｊａｐａｎ,,
74518,Ｐｌｕｇ－ｉｎ　Ｊａｐａｎ,,
74518,Ｐｌｕｇ－ｉｎ　Ｊａｐａｎ,,
74520,スペイン語ニュース,,
74520,スペイン語ニュース,,
74521,ロシア語ニュース,,
74521,ロシア語ニュース,,
74522,音の風景「鳴門海峡～徳島～」,渦潮の町として知られる徳島県鳴門市。大鳴門橋が架かる鳴門海峡では世界的にも珍しい渦潮を見ることができます。観潮船に乗り大迫力の渦潮が現れる鳴門海峡を巡ります。,
74523,名曲の小箱「展覧会の絵」,　ムソルグスキー作曲、ラヴェル編曲　（管弦楽）ＮＨＫ交響楽団　（指揮）高関健,
74526,まいにちフランス語　応用編　たずねてみよう、オペラ座の世界（１８）,,
74526,まいにちフランス語　応用編　たずねてみよう、オペラ座の世界（１８）,,
74526,まいにちフランス語　応用編　たずねてみよう、オペラ座の世界（１８）,,
74527,まいにちスペイン語　応用編　すばらしきラテンアメリカ（４２）,,
74527,まいにちスペイン語　応用編　すばらしきラテンアメリカ（４２）,,
74527,まいにちスペイン語　応用編　すばらしきラテンアメリカ（４２）,,
74529,ラジオ体操,,
74529,ラジオ体操,,
74529,ラジオ体操,,
74530,みんなのうた「トタン屋根のワルツ」「タチツテト手を」,「トタン屋根のワルツ」うた：工藤順子／「タチツテト手を」うた：ヘンリー・バンド　ｗｉｔｈ　Ｍ,
74530,みんなのうた「トタン屋根のワルツ」「タチツテト手を」,「トタン屋根のワルツ」うた：工藤順子／「タチツテト手を」うた：ヘンリー・バンド　ｗｉｔｈ　Ｍ,
74530,みんなのうた「トタン屋根のワルツ」「タチツテト手を」,「トタン屋根のワルツ」うた：工藤順子／「タチツテト手を」うた：ヘンリー・バンド　ｗｉｔｈ　Ｍ,
74531,まいにちドイツ語　応用編　ウィーンの音楽家たち（１８）,,
74531,まいにちドイツ語　応用編　ウィーンの音楽家たち（１８）,,
74531,まいにちドイツ語　応用編　ウィーンの音楽家たち（１８）,,
74532,まいにちロシア語　応用編　インタビューで磨く表現力（４０）,,
74532,まいにちロシア語　応用編　インタビューで磨く表現力（４０）,,
74532,まいにちロシア語　応用編　インタビューで磨く表現力（４０）,,
74533,高校生からはじめる「現代英語」「Ｌｅｓｓｏｎ１４　Ｐａｒｔ２」,,
74533,高校生からはじめる「現代英語」「Ｌｅｓｓｏｎ１４　Ｐａｒｔ２」,,
74533,高校生からはじめる「現代英語」「Ｌｅｓｓｏｎ１４　Ｐａｒｔ２」,,
74535,気象通報,,
74536,ボキャブライダー（７２９）,【出演】桜田ひより，マックスウェル・パワーズ,
74536,ボキャブライダー（７２９）,【出演】桜田ひより，マックスウェル・パワーズ,
74536,ボキャブライダー（７２９）,【出演】桜田ひより，マックスウェル・パワーズ,
74549,エンジョイ・シンプル・イングリッシュ「おくのほそ道　旅立ち」,,
74549,エンジョイ・シンプル・イングリッシュ「おくのほそ道　旅立ち」,,
74549,エンジョイ・シンプル・イングリッシュ「おくのほそ道　旅立ち」,,
74550,まいにちロシア語　応用編　インタビューで磨く表現力（４２）,,
74550,まいにちロシア語　応用編　インタビューで磨く表現力（４２）,,
74550,まいにちロシア語　応用編　インタビューで磨く表現力（４２）,,
74551,まいにちイタリア語　応用編　しっかり学ぶ中級文法（４２）,,
74551,まいにちイタリア語　応用編　しっかり学ぶ中級文法（４２）,,
74551,まいにちイタリア語　応用編　しっかり学ぶ中級文法（４２）,,
74553,株式市況,,
74555,ポルトガル語ニュース,,
74555,ポルトガル語ニュース,,
74556,まいにちハングル講座　聞いてマネして会話を極めよう！（１０５）,,
74556,まいにちハングル講座　聞いてマネして会話を極めよう！（１０５）,,
74556,まいにちハングル講座　聞いてマネして会話を極めよう！（１０５）,,
74557,英会話タイムトライアル「９月ＤＡＹ５」,,
74557,英会話タイムトライアル「９月ＤＡＹ５」,,
74557,英会話タイムトライアル「９月ＤＡＹ５」,,
74558,小学生の基礎英語（６３）,,
74558,小学生の基礎英語（６３）,,
74558,小学生の基礎英語（６３）,,
74559,中学生の基礎英語　レベル１（８５）,【講師】千代田区立九段中等教育学校教諭…本多敏幸，【出演】クリス・ネルソン，ダイアナ・ガーネット,
74559,中学生の基礎英語　レベル１（８５）,【講師】千代田区立九段中等教育学校教諭…本多敏幸，【出演】クリス・ネルソン，ダイアナ・ガーネット,
74559,中学生の基礎英語　レベル１（８５）,【講師】千代田区立九段中等教育学校教諭…本多敏幸，【出演】クリス・ネルソン，ダイアナ・ガーネット,
74561,中学生の基礎英語　レベル２　Ｌｅｓｓｏｎ（８５）,【講師】清泉女子大学教授…高田智子，【出演】キンバリー・ティアニー，ジェフ・ハッシュ,
74561,中学生の基礎英語　レベル２　Ｌｅｓｓｏｎ（８５）,【講師】清泉女子大学教授…高田智子，【出演】キンバリー・ティアニー，ジェフ・ハッシュ,
74561,中学生の基礎英語　レベル２　Ｌｅｓｓｏｎ（８５）,【講師】清泉女子大学教授…高田智子，【出演】キンバリー・ティアニー，ジェフ・ハッシュ,
74562,中高生の基礎英語　ｉｎ　Ｅｎｇｌｉｓｈ　ＴＯＰＩＣ１１（５）,【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー,
74562,中高生の基礎英語　ｉｎ　Ｅｎｇｌｉｓｈ　ＴＯＰＩＣ１１（５）,【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー,
74562,中高生の基礎英語　ｉｎ　Ｅｎｇｌｉｓｈ　ＴＯＰＩＣ１１（５）,【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー,
74563,ＮＨＫ高校講座　古典「更級日記（１）門出（１）」,,
74563,ＮＨＫ高校講座　古典「更級日記（１）門出（１）」,,
74563,ＮＨＫ高校講座　古典「更級日記（１）門出（１）」,,
74564,ＮＨＫ高校講座　倫理「合理的精神の確立」,,
74564,ＮＨＫ高校講座　倫理「合理的精神の確立」,,
74564,ＮＨＫ高校講座　倫理「合理的精神の確立」,,
74565,ＮＨＫ高校講座　国語総合「羅生門」（１）,,
74565,ＮＨＫ高校講座　国語総合「羅生門」（１）,,
74565,ＮＨＫ高校講座　国語総合「羅生門」（１）,,
74566,カルチャーラジオ　科学と人間「地球外生命を探る」（１０）,第１０回「地球が特別である理由：生命誕生後にその進化が起こった」。地球上生物の進化は「原生代」（約２５億年前～約５億４千万年前）という時代の前後でまるで違ったといいます。この時期に何が起きたのでしょうか？今回は、地質学的な観点から生命の進化を考えます。,
74568,中学生の基礎英語　レベル１（８５）,【講師】千代田区立九段中等教育学校教諭…本多敏幸，【出演】クリス・ネルソン，ダイアナ・ガーネット,
74568,中学生の基礎英語　レベル１（８５）,【講師】千代田区立九段中等教育学校教諭…本多敏幸，【出演】クリス・ネルソン，ダイアナ・ガーネット,
74568,中学生の基礎英語　レベル１（８５）,【講師】千代田区立九段中等教育学校教諭…本多敏幸，【出演】クリス・ネルソン，ダイアナ・ガーネット,
74569,中学生の基礎英語　レベル２　Ｌｅｓｓｏｎ（８５）,【講師】清泉女子大学教授…高田智子，【出演】キンバリー・ティアニー，ジェフ・ハッシュ,
74569,中学生の基礎英語　レベル２　Ｌｅｓｓｏｎ（８５）,【講師】清泉女子大学教授…高田智子，【出演】キンバリー・ティアニー，ジェフ・ハッシュ,
74569,中学生の基礎英語　レベル２　Ｌｅｓｓｏｎ（８５）,【講師】清泉女子大学教授…高田智子，【出演】キンバリー・ティアニー，ジェフ・ハッシュ,
74570,中高生の基礎英語　ｉｎ　Ｅｎｇｌｉｓｈ　ＴＯＰＩＣ１１（５）,【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー,
74570,中高生の基礎英語　ｉｎ　Ｅｎｇｌｉｓｈ　ＴＯＰＩＣ１１（５）,【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー,
74570,中高生の基礎英語　ｉｎ　Ｅｎｇｌｉｓｈ　ＴＯＰＩＣ１１（５）,【講師】明海大学教授…百瀬美帆，【出演】鈴木福，アナンダ・ジェイコブズ，ヴィナイ・マーシー,
74571,ラジオ英会話～ハートでつかめ！英語の極意～（１０５）,,
74571,ラジオ英会話～ハートでつかめ！英語の極意～（１０５）,,
74571,ラジオ英会話～ハートでつかめ！英語の極意～（１０５）,,
74573,高校生からはじめる「現代英語」「Ｌｅｓｓｏｎ１５　Ｐａｒｔ２」,,
74573,高校生からはじめる「現代英語」「Ｌｅｓｓｏｎ１５　Ｐａｒｔ２」,,
74573,高校生からはじめる「現代英語」「Ｌｅｓｓｏｎ１５　Ｐａｒｔ２」,,
74574,まいにち中国語　楽しく！本気で中国語！（１０５）,,
74574,まいにち中国語　楽しく！本気で中国語！（１０５）,,
74574,まいにち中国語　楽しく！本気で中国語！（１０５）,,
74575,ベトナム語ニュース,,
74575,ベトナム語ニュース,,
74576,インドネシア語ニュース,,
74576,インドネシア語ニュース,,
74577,タイ語ニュース,,
74577,タイ語ニュース,,
74579,英会話タイムトライアル「９月ＤＡＹ５」,,
74579,英会話タイムトライアル「９月ＤＡＹ５」,,
74579,英会話タイムトライアル「９月ＤＡＹ５」,,
74580,エンジョイ・シンプル・イングリッシュ「おくのほそ道　旅立ち」,,
74580,エンジョイ・シンプル・イングリッシュ「おくのほそ道　旅立ち」,,
74580,エンジョイ・シンプル・イングリッシュ「おくのほそ道　旅立ち」,,
74581,ニュースで英語術　▽米駐日大使にラーム・エマニュエル氏,１回５分。旬なニュースを素材に、最新の時事英語表現を紹介する。今世界を騒がせている英語表現を身につけ、同時にリスニング力も磨くことができる。各ニュースの詳しい解説は、番組ウェブサイトで徹底フォロー。【講師】高松珠子（会議通訳者）、【パートナー】亀井・シーナ・佐代子（ナレーター）,
74581,ニュースで英語術　▽米駐日大使にラーム・エマニュエル氏,１回５分。旬なニュースを素材に、最新の時事英語表現を紹介する。今世界を騒がせている英語表現を身につけ、同時にリスニング力も磨くことができる。各ニュースの詳しい解説は、番組ウェブサイトで徹底フォロー。【講師】高松珠子（会議通訳者）、【パートナー】亀井・シーナ・佐代子（ナレーター）,
74581,ニュースで英語術　▽米駐日大使にラーム・エマニュエル氏,１回５分。旬なニュースを素材に、最新の時事英語表現を紹介する。今世界を騒がせている英語表現を身につけ、同時にリスニング力も磨くことができる。各ニュースの詳しい解説は、番組ウェブサイトで徹底フォロー。【講師】高松珠子（会議通訳者）、【パートナー】亀井・シーナ・佐代子（ナレーター）,
74582,ラジオビジネス英語　Ｉｎｔｅｒｖｉｅｗ（６－２）,,
74582,ラジオビジネス英語　Ｉｎｔｅｒｖｉｅｗ（６－２）,,
74582,ラジオビジネス英語　Ｉｎｔｅｒｖｉｅｗ（６－２）,,
74583,ボキャブライダー（７２９）,【出演】桜田ひより，マックスウェル・パワーズ,
74583,ボキャブライダー（７２９）,【出演】桜田ひより，マックスウェル・パワーズ,
74583,ボキャブライダー（７２９）,【出演】桜田ひより，マックスウェル・パワーズ,
74584,ＮＨＫ高校講座　古典「史記の群像（３）」,,
74584,ＮＨＫ高校講座　古典「史記の群像（３）」,,
74584,ＮＨＫ高校講座　古典「史記の群像（３）」,,
74777,ＮＨＫ高校講座　倫理「文化や宗教と倫理」,,
74777,ＮＨＫ高校講座　倫理「文化や宗教と倫理」,,
74777,ＮＨＫ高校講座　倫理「文化や宗教と倫理」,,
74778,ＮＨＫ高校講座　国語総合「真の自立とは」（１）,,
74778,ＮＨＫ高校講座　国語総合「真の自立とは」（１）,,
74778,ＮＨＫ高校講座　国語総合「真の自立とは」（１）,,
74590,弾き語りフォーユー,ピアニストの小原孝が、リスナーからのお便りやリクエストを紹介しながらお馴染（なじ）みの曲を小原流にアレンジして演奏する。演奏曲目は、クラシック、童謡、歌謡曲、ポップス、ジャズなどジャンルや年代を問わず幅広い。,
74591,民謡をたずねて　▽唄への思いをたずねて（２６）,,
74592,名曲の小箱「“カヴァレリア・ルスティカーナ”間奏曲」,　マスカーニ作曲、栗山和樹・編曲　（管弦楽）ＮＨＫ交響楽団　（指揮）高関健,
74594,古楽の楽しみ　▽リクエスト・アラカルト,,
74594,古楽の楽しみ　▽リクエスト・アラカルト,,
74596,クラシックカフェ　▽ドビュッシーの「幻想曲」他,,
74597,音の風景「波のまにまに～沖縄～」,沖縄県・名護市の海岸ではオオシマゼミが鳴いています。過ぎ行く夏を惜しむかのように１０月頃まで鳴き声が聞けるといいます。一方、オクマビーチでは珊瑚（さんご）のカケラが波打ち際に揺れ、シャラシャラと涼しげに漂っています。波の、まにまに…,
74598,リサイタル・パッシオ　▽横溝耕一（ビオラ）,,
74599,名曲の小箱「“ペール・ギュント”から“朝”」,　グリーグ作曲　（管弦楽）東京フィルハーモニー交響楽団　（指揮）矢崎彦太郎,
74601,岸谷香　Ｕｎｌｏｃｋ　ｔｈｅ　ｈｅａｒｔ　▽第１１９回,　,
74601,岸谷香　Ｕｎｌｏｃｋ　ｔｈｅ　ｈｅａｒｔ　▽第１１９回,　,
74602,５分でミュージックライン,　,
74603,エターナル　ナンバーズ２０２０　▽＃５　第三の男,,
74605,カブキ・チューン　▽アントキノカブキ＆カブペディア,尾上右近ひとりでお送りする今週のカブキ・チューン。大好評！「今週のカレーソング」では真島昌利さんの心温まるカレーソングをご紹介。“アントキノカブキ”は２００２年、岡村研佑時代に出演した「蘭平物狂」を振り返ります。また、“カブペディア”では、「所作板」というワードをピックアップします。そのほか、皆様からのお便りメールも多数ご紹介。番組へのご意見・リクエストはホームページまで。お待ちしています！,
74605,カブキ・チューン　▽アントキノカブキ＆カブペディア,尾上右近ひとりでお送りする今週のカブキ・チューン。大好評！「今週のカレーソング」では真島昌利さんの心温まるカレーソングをご紹介。“アントキノカブキ”は２００２年、岡村研佑時代に出演した「蘭平物狂」を振り返ります。また、“カブペディア”では、「所作板」というワードをピックアップします。そのほか、皆様からのお便りメールも多数ご紹介。番組へのご意見・リクエストはホームページまで。お待ちしています！,
74605,カブキ・チューン　▽アントキノカブキ＆カブペディア,尾上右近ひとりでお送りする今週のカブキ・チューン。大好評！「今週のカレーソング」では真島昌利さんの心温まるカレーソングをご紹介。“アントキノカブキ”は２００２年、岡村研佑時代に出演した「蘭平物狂」を振り返ります。また、“カブペディア”では、「所作板」というワードをピックアップします。そのほか、皆様からのお便りメールも多数ご紹介。番組へのご意見・リクエストはホームページまで。お待ちしています！,
74607,リラックス・クラシック「愛のメロディ」,「愛の夢から第３番」リスト：作曲，（ピアノ）ワルター・ハウツィヒ，「きみを愛す」グリーグ：作曲，（ピアノ）エフゲーニ・キーシン,
74608,歌謡スクランブル　幸せのラブソング（２）　▽半崎美子,,
74608,歌謡スクランブル　幸せのラブソング（２）　▽半崎美子,,
74610,オペラ・ファンタスティカ　▽ウィーン国立歌劇場公演　歌劇「ウェルテル」,,
74610,オペラ・ファンタスティカ　▽ウィーン国立歌劇場公演　歌劇「ウェルテル」,,
74612,オペラ寄席すぱげっ亭～第１０幕　夏席～「ラインの黄金」,世界の名作オペラを、日本の伝統話芸で、わかりやすく楽しく物語るオペラエンターテインメント番組▽演目：楽劇「ラインの黄金」▽出演：春風亭昇々（落語家）,
74658,名曲スケッチ「清められた夜」　「デュレーのソナチネ」,　デュレー作曲　（フルート）上野由恵　（ピアノ）三浦友理枝,
74658,名曲スケッチ「清められた夜」　「デュレーのソナチネ」,　デュレー作曲　（フルート）上野由恵　（ピアノ）三浦友理枝,
74658,名曲スケッチ「清められた夜」　「デュレーのソナチネ」,　デュレー作曲　（フルート）上野由恵　（ピアノ）三浦友理枝,
74615,ベストオブクラシック　▽北欧のオーケストラ（５）,,
74615,ベストオブクラシック　▽北欧のオーケストラ（５）,,
74616,みんなのうた「ダンディーひつじ執事」「ｍｏｏｎｆｅｓｔａ」,「ダンディーひつじ執事」うた：藤澤ノリマサ／「ｍｏｏｎｆｅｓｔａ　～ムーンフェスタ～」うた：Ｋａｌａｆｉｎａ,
74616,みんなのうた「ダンディーひつじ執事」「ｍｏｏｎｆｅｓｔａ」,「ダンディーひつじ執事」うた：藤澤ノリマサ／「ｍｏｏｎｆｅｓｔａ　～ムーンフェスタ～」うた：Ｋａｌａｆｉｎａ,
74616,みんなのうた「ダンディーひつじ執事」「ｍｏｏｎｆｅｓｔａ」,「ダンディーひつじ執事」うた：藤澤ノリマサ／「ｍｏｏｎｆｅｓｔａ　～ムーンフェスタ～」うた：Ｋａｌａｆｉｎａ,
74617,青春アドベンチャー「１８４８」　［終］（１５）,,
